date,new_cases
2024-04-13,1480.8012810056478
2024-04-14,1491.3580453127954
2024-04-15,1499.4257476865507
2024-04-16,1505.5983737726797
2024-04-17,1510.31411773311
2024-04-18,1513.923621713116
2024-04-19,1516.6797627047613
